TIMESTAMP,CO2,TEMP,HUM
25/3/2021 22:00:00,1070 ppm,19.66 C,69.91 %
25/3/2021 22:01:00,1040 ppm,19.62 C,70.14 %
25/3/2021 22:02:01,1010 ppm,19.65 C,70.17 %
25/3/2021 22:03:01,1000 ppm,19.65 C,69.98 %
25/3/2021 22:04:01,990 ppm,19.63 C,69.90 %
25/3/2021 22:05:01,990 ppm,19.62 C,69.98 %
25/3/2021 22:06:01,960 ppm,19.63 C,70.28 %
25/3/2021 22:07:01,880 ppm,19.65 C,70.57 %
25/3/2021 22:08:01,920 ppm,19.62 C,70.21 %
25/3/2021 22:09:01,890 ppm,19.65 C,70.26 %
25/3/2021 22:10:01,870 ppm,19.68 C,70.04 %
25/3/2021 22:11:01,830 ppm,19.65 C,70.11 %
25/3/2021 22:12:01,840 ppm,19.66 C,70.75 %
25/3/2021 22:13:01,820 ppm,19.69 C,70.32 %
25/3/2021 22:14:01,790 ppm,19.69 C,70.78 %
25/3/2021 22:15:01,770 ppm,19.69 C,70.41 %
25/3/2021 22:16:01,790 ppm,19.69 C,70.22 %
25/3/2021 22:17:01,780 ppm,19.69 C,70.34 %
25/3/2021 22:18:01,770 ppm,19.69 C,70.70 %
25/3/2021 22:18:59,740 ppm,19.69 C,70.56 %
25/3/2021 22:19:59,740 ppm,19.69 C,70.23 %
25/3/2021 22:20:59,750 ppm,19.69 C,70.32 %
25/3/2021 22:21:59,760 ppm,19.72 C,69.88 %
25/3/2021 22:22:59,740 ppm,19.70 C,70.39 %
25/3/2021 22:23:59,710 ppm,19.72 C,70.38 %
25/3/2021 22:24:59,710 ppm,19.73 C,70.56 %
25/3/2021 22:25:59,730 ppm,19.73 C,70.54 %
25/3/2021 22:26:59,720 ppm,19.73 C,70.54 %
25/3/2021 22:28:01,710 ppm,19.72 C,70.64 %
25/3/2021 22:29:01,710 ppm,19.74 C,70.25 %
25/3/2021 22:30:01,700 ppm,19.76 C,70.56 %
25/3/2021 22:31:01,680 ppm,19.76 C,70.63 %
25/3/2021 22:32:01,670 ppm,19.76 C,70.59 %
25/3/2021 22:33:01,670 ppm,19.76 C,70.81 %
25/3/2021 22:34:01,650 ppm,19.77 C,70.82 %
25/3/2021 22:35:01,650 ppm,19.77 C,70.89 %
25/3/2021 22:35:59,660 ppm,19.79 C,70.45 %
25/3/2021 22:36:59,670 ppm,19.79 C,70.35 %
25/3/2021 22:37:59,670 ppm,19.77 C,70.60 %
25/3/2021 22:38:59,650 ppm,19.76 C,70.78 %
25/3/2021 22:39:59,640 ppm,19.79 C,70.65 %
25/3/2021 22:40:59,620 ppm,19.79 C,70.77 %
25/3/2021 22:42:00,620 ppm,19.79 C,70.36 %
25/3/2021 22:43:00,620 ppm,19.84 C,70.77 %
25/3/2021 22:44:00,610 ppm,19.86 C,70.44 %
25/3/2021 22:45:00,620 ppm,19.86 C,70.58 %
25/3/2021 22:46:00,630 ppm,19.86 C,70.35 %
25/3/2021 22:47:00,640 ppm,19.83 C,70.34 %
25/3/2021 22:48:00,640 ppm,19.84 C,70.64 %
25/3/2021 22:49:00,610 ppm,19.84 C,70.58 %
25/3/2021 22:50:00,610 ppm,19.86 C,70.60 %
25/3/2021 22:51:00,610 ppm,19.86 C,70.47 %
25/3/2021 22:52:00,620 ppm,19.86 C,70.59 %
25/3/2021 22:53:00,610 ppm,19.83 C,70.57 %
25/3/2021 22:54:00,600 ppm,19.86 C,70.46 %
25/3/2021 22:55:00,600 ppm,19.83 C,70.05 %
25/3/2021 22:56:00,600 ppm,19.81 C,70.38 %
25/3/2021 22:57:00,610 ppm,19.81 C,70.25 %
25/3/2021 22:58:00,610 ppm,19.83 C,70.26 %
25/3/2021 22:59:00,600 ppm,19.80 C,70.42 %
25/3/2021 23:00:00,600 ppm,19.81 C,70.60 %
25/3/2021 23:01:00,610 ppm,19.81 C,70.68 %
25/3/2021 23:02:00,610 ppm,19.81 C,70.81 %
25/3/2021 23:03:00,610 ppm,19.81 C,70.78 %
25/3/2021 23:04:00,610 ppm,19.83 C,70.75 %
25/3/2021 23:05:00,610 ppm,19.83 C,70.92 %
25/3/2021 23:06:00,610 ppm,19.81 C,70.45 %
25/3/2021 23:07:00,610 ppm,19.84 C,70.72 %
25/3/2021 23:08:00,610 ppm,19.80 C,71.01 %
25/3/2021 23:09:00,610 ppm,19.81 C,70.86 %
25/3/2021 23:10:00,610 ppm,19.83 C,70.61 %
25/3/2021 23:11:00,610 ppm,19.81 C,71.07 %
25/3/2021 23:12:00,620 ppm,19.80 C,71.04 %
25/3/2021 23:13:00,620 ppm,19.83 C,70.52 %
25/3/2021 23:14:00,610 ppm,19.79 C,70.32 %
25/3/2021 23:15:00,610 ppm,19.77 C,70.71 %
25/3/2021 23:16:00,610 ppm,19.77 C,70.80 %
25/3/2021 23:17:00,610 ppm,19.80 C,70.45 %
25/3/2021 23:18:00,610 ppm,19.79 C,70.53 %
25/3/2021 23:19:00,600 ppm,19.80 C,70.57 %
25/3/2021 23:20:00,610 ppm,19.79 C,70.79 %
25/3/2021 23:21:00,600 ppm,19.77 C,70.32 %
25/3/2021 23:22:00,590 ppm,19.77 C,70.17 %
25/3/2021 23:23:00,580 ppm,19.76 C,70.17 %
25/3/2021 23:24:00,580 ppm,19.73 C,70.49 %
25/3/2021 23:25:00,590 ppm,19.76 C,70.16 %
25/3/2021 23:26:00,580 ppm,19.76 C,70.56 %
25/3/2021 23:27:00,590 ppm,19.74 C,70.24 %
25/3/2021 23:28:01,580 ppm,19.73 C,70.44 %
25/3/2021 23:29:01,580 ppm,19.74 C,70.37 %
25/3/2021 23:30:01,580 ppm,19.77 C,70.25 %
25/3/2021 23:31:01,570 ppm,19.74 C,70.13 %
25/3/2021 23:32:01,570 ppm,19.73 C,70.13 %
25/3/2021 23:33:01,560 ppm,19.73 C,69.92 %
25/3/2021 23:34:01,550 ppm,19.70 C,70.00 %
25/3/2021 23:35:01,550 ppm,19.68 C,69.91 %
25/3/2021 23:36:01,530 ppm,19.69 C,70.12 %
25/3/2021 23:37:01,530 ppm,19.66 C,70.18 %
25/3/2021 23:38:01,540 ppm,19.72 C,70.22 %
25/3/2021 23:39:01,540 ppm,19.69 C,69.95 %
25/3/2021 23:39:59,520 ppm,19.66 C,70.26 %
25/3/2021 23:40:59,530 ppm,19.68 C,70.21 %
25/3/2021 23:41:59,530 ppm,19.68 C,70.21 %
25/3/2021 23:42:59,540 ppm,19.68 C,70.29 %
25/3/2021 23:43:59,530 ppm,19.66 C,70.10 %
25/3/2021 23:45:01,520 ppm,19.66 C,70.11 %
25/3/2021 23:46:01,510 ppm,19.65 C,70.11 %
25/3/2021 23:47:01,520 ppm,19.63 C,70.03 %
25/3/2021 23:48:01,510 ppm,19.63 C,70.05 %
25/3/2021 23:49:01,510 ppm,19.59 C,70.26 %
25/3/2021 23:50:01,500 ppm,19.60 C,70.38 %
25/3/2021 23:51:01,510 ppm,19.59 C,70.47 %
25/3/2021 23:52:01,510 ppm,19.58 C,70.42 %
25/3/2021 23:53:01,520 ppm,19.58 C,70.52 %
25/3/2021 23:54:01,530 ppm,19.56 C,70.45 %
25/3/2021 23:55:01,530 ppm,19.56 C,70.49 %
25/3/2021 23:56:01,540 ppm,19.55 C,70.59 %
25/3/2021 23:57:01,540 ppm,19.56 C,70.67 %
25/3/2021 23:57:59,550 ppm,19.56 C,70.64 %
25/3/2021 23:58:59,550 ppm,19.58 C,70.56 %
25/3/2021 23:59:59,550 ppm,19.55 C,70.56 %
26/3/2021 0:00:59,560 ppm,19.56 C,70.63 %
26/3/2021 0:01:59,570 ppm,19.58 C,70.61 %
26/3/2021 0:02:59,570 ppm,19.56 C,70.51 %
26/3/2021 0:03:59,580 ppm,19.55 C,70.53 %
26/3/2021 0:04:59,580 ppm,19.58 C,70.53 %
26/3/2021 0:05:59,580 ppm,19.58 C,70.38 %
26/3/2021 0:06:59,590 ppm,19.56 C,70.49 %
26/3/2021 0:07:59,590 ppm,19.58 C,70.59 %
26/3/2021 0:08:59,590 ppm,19.56 C,70.42 %
26/3/2021 0:09:59,590 ppm,19.60 C,70.49 %
26/3/2021 0:10:59,590 ppm,19.58 C,70.43 %
26/3/2021 0:11:59,600 ppm,19.58 C,70.39 %
26/3/2021 0:13:00,590 ppm,19.55 C,70.45 %
26/3/2021 0:14:00,610 ppm,19.59 C,70.39 %
26/3/2021 0:15:00,610 ppm,19.59 C,70.42 %
26/3/2021 0:16:00,610 ppm,19.60 C,70.31 %
26/3/2021 0:17:00,620 ppm,19.59 C,70.22 %
26/3/2021 0:18:00,610 ppm,19.60 C,70.04 %
26/3/2021 0:19:00,620 ppm,19.58 C,69.97 %
26/3/2021 0:20:00,640 ppm,19.59 C,70.19 %
26/3/2021 0:21:00,640 ppm,19.63 C,70.29 %
26/3/2021 0:22:00,660 ppm,19.63 C,70.38 %
26/3/2021 0:23:00,650 ppm,19.65 C,70.12 %
26/3/2021 0:24:00,650 ppm,19.66 C,69.79 %
26/3/2021 0:25:00,650 ppm,19.66 C,69.50 %
26/3/2021 0:26:00,650 ppm,19.63 C,69.63 %
26/3/2021 0:27:00,660 ppm,19.63 C,69.67 %
26/3/2021 0:28:00,660 ppm,19.63 C,69.45 %
26/3/2021 0:29:00,670 ppm,19.65 C,69.79 %
26/3/2021 0:30:00,680 ppm,19.63 C,69.65 %
26/3/2021 0:31:00,690 ppm,19.69 C,69.72 %
26/3/2021 0:32:00,700 ppm,19.68 C,69.78 %
26/3/2021 0:33:00,700 ppm,19.65 C,69.72 %
26/3/2021 0:34:00,710 ppm,19.70 C,69.59 %
26/3/2021 0:35:00,710 ppm,19.68 C,69.59 %
26/3/2021 0:36:00,720 ppm,19.70 C,69.69 %
26/3/2021 0:37:00,730 ppm,19.68 C,69.65 %
26/3/2021 0:38:00,730 ppm,19.70 C,69.39 %
26/3/2021 0:39:00,730 ppm,19.69 C,69.48 %
26/3/2021 0:40:00,740 ppm,19.70 C,69.70 %
26/3/2021 0:41:00,740 ppm,19.73 C,69.64 %
26/3/2021 0:42:00,740 ppm,19.73 C,69.62 %
26/3/2021 0:43:00,740 ppm,19.73 C,69.32 %
26/3/2021 0:44:00,740 ppm,19.74 C,69.45 %
26/3/2021 0:45:00,750 ppm,19.73 C,69.27 %
26/3/2021 0:46:00,750 ppm,19.76 C,69.37 %
26/3/2021 0:47:00,750 ppm,19.74 C,69.36 %
26/3/2021 0:48:00,750 ppm,19.74 C,69.18 %
26/3/2021 0:49:00,750 ppm,19.76 C,69.23 %
26/3/2021 0:50:00,760 ppm,19.77 C,69.16 %
26/3/2021 0:51:00,760 ppm,19.77 C,69.10 %
26/3/2021 0:52:00,770 ppm,19.73 C,69.05 %
26/3/2021 0:53:00,780 ppm,19.76 C,69.16 %
26/3/2021 0:54:01,790 ppm,19.76 C,69.17 %
26/3/2021 0:55:01,790 ppm,19.73 C,69.02 %
26/3/2021 0:56:01,790 ppm,19.76 C,69.07 %
26/3/2021 0:57:01,790 ppm,19.76 C,69.11 %
26/3/2021 0:58:01,790 ppm,19.74 C,69.01 %
26/3/2021 0:59:01,800 ppm,19.77 C,69.01 %
26/3/2021 1:00:01,800 ppm,19.74 C,69.01 %
26/3/2021 1:01:01,800 ppm,19.76 C,68.94 %
26/3/2021 1:02:01,800 ppm,19.74 C,68.95 %
26/3/2021 1:02:59,800 ppm,19.76 C,68.96 %
26/3/2021 1:03:59,800 ppm,19.76 C,68.87 %
26/3/2021 1:05:01,800 ppm,19.74 C,68.87 %
26/3/2021 1:06:01,800 ppm,19.76 C,68.86 %
26/3/2021 1:07:01,800 ppm,19.73 C,68.73 %
26/3/2021 1:08:01,800 ppm,19.76 C,68.67 %
26/3/2021 1:09:01,800 ppm,19.74 C,68.59 %
26/3/2021 1:10:01,800 ppm,19.73 C,68.66 %
26/3/2021 1:11:01,800 ppm,19.74 C,68.68 %
26/3/2021 1:12:01,800 ppm,19.74 C,68.74 %
26/3/2021 1:13:01,810 ppm,19.73 C,68.66 %
26/3/2021 1:14:01,810 ppm,19.72 C,68.47 %
26/3/2021 1:15:01,810 ppm,19.76 C,68.55 %
26/3/2021 1:16:01,810 ppm,19.76 C,68.51 %
26/3/2021 1:17:01,810 ppm,19.74 C,68.50 %
26/3/2021 1:18:01,810 ppm,19.73 C,68.52 %
26/3/2021 1:19:01,810 ppm,19.76 C,68.48 %
26/3/2021 1:19:59,810 ppm,19.76 C,68.43 %
26/3/2021 1:20:59,810 ppm,19.74 C,68.45 %
26/3/2021 1:21:59,820 ppm,19.76 C,68.34 %
26/3/2021 1:22:59,820 ppm,19.77 C,68.44 %
26/3/2021 1:23:59,820 ppm,19.76 C,68.40 %
26/3/2021 1:24:59,820 ppm,19.77 C,68.40 %
26/3/2021 1:25:59,820 ppm,19.77 C,68.42 %
26/3/2021 1:26:59,820 ppm,19.74 C,68.39 %
26/3/2021 1:27:59,820 ppm,19.79 C,68.33 %
26/3/2021 1:29:01,820 ppm,19.79 C,68.36 %
26/3/2021 1:30:01,820 ppm,19.80 C,68.33 %
26/3/2021 1:31:01,820 ppm,19.79 C,68.34 %
26/3/2021 1:32:01,820 ppm,19.79 C,68.26 %
26/3/2021 1:33:01,830 ppm,19.79 C,68.22 %
26/3/2021 1:34:01,810 ppm,19.83 C,68.15 %
26/3/2021 1:35:01,810 ppm,19.84 C,68.02 %
26/3/2021 1:35:59,820 ppm,19.84 C,67.98 %
26/3/2021 1:36:59,830 ppm,19.81 C,68.04 %
26/3/2021 1:37:59,830 ppm,19.81 C,68.09 %
26/3/2021 1:38:59,840 ppm,19.80 C,68.15 %
26/3/2021 1:40:00,840 ppm,19.80 C,68.18 %
26/3/2021 1:41:00,850 ppm,19.80 C,68.20 %
26/3/2021 1:42:00,860 ppm,19.79 C,68.21 %
26/3/2021 1:43:00,860 ppm,19.81 C,68.22 %
26/3/2021 1:44:00,860 ppm,19.79 C,68.05 %
26/3/2021 1:45:00,860 ppm,19.79 C,68.17 %
26/3/2021 1:46:00,860 ppm,19.81 C,68.20 %
26/3/2021 1:47:00,860 ppm,19.83 C,68.19 %
26/3/2021 1:48:00,870 ppm,19.84 C,68.15 %
26/3/2021 1:49:00,870 ppm,19.80 C,68.18 %
26/3/2021 1:50:00,880 ppm,19.83 C,68.15 %
26/3/2021 1:51:00,880 ppm,19.83 C,68.20 %
26/3/2021 1:52:00,880 ppm,19.83 C,68.19 %
26/3/2021 1:53:00,880 ppm,19.81 C,68.16 %
26/3/2021 1:54:00,870 ppm,19.83 C,68.07 %
26/3/2021 1:55:00,870 ppm,19.84 C,68.03 %
26/3/2021 1:56:00,870 ppm,19.83 C,67.99 %
26/3/2021 1:57:00,870 ppm,19.87 C,67.97 %
26/3/2021 1:58:00,870 ppm,19.84 C,67.89 %
26/3/2021 1:59:00,870 ppm,19.86 C,67.83 %
26/3/2021 2:00:00,870 ppm,19.86 C,67.79 %
26/3/2021 2:01:00,870 ppm,19.86 C,67.77 %
26/3/2021 2:02:00,870 ppm,19.87 C,67.72 %
26/3/2021 2:03:00,870 ppm,19.86 C,67.77 %
26/3/2021 2:04:00,870 ppm,19.86 C,67.68 %
26/3/2021 2:05:00,870 ppm,19.84 C,67.68 %
26/3/2021 2:06:00,870 ppm,19.86 C,67.67 %
26/3/2021 2:07:00,870 ppm,19.89 C,67.60 %
26/3/2021 2:08:00,870 ppm,19.89 C,67.61 %
26/3/2021 2:09:00,870 ppm,19.86 C,67.65 %
26/3/2021 2:10:00,870 ppm,19.87 C,67.62 %
26/3/2021 2:11:00,870 ppm,19.87 C,67.64 %
26/3/2021 2:12:00,870 ppm,19.89 C,67.65 %
26/3/2021 2:13:00,870 ppm,19.89 C,67.64 %
26/3/2021 2:14:00,870 ppm,19.86 C,67.69 %
26/3/2021 2:15:00,870 ppm,19.86 C,67.71 %
26/3/2021 2:16:00,880 ppm,19.86 C,67.71 %
26/3/2021 2:17:00,880 ppm,19.86 C,67.73 %
26/3/2021 2:18:00,880 ppm,19.89 C,67.75 %
26/3/2021 2:19:00,880 ppm,19.86 C,67.72 %
26/3/2021 2:20:00,880 ppm,19.86 C,67.71 %
26/3/2021 2:21:00,880 ppm,19.86 C,67.71 %
26/3/2021 2:22:00,880 ppm,19.87 C,67.72 %
26/3/2021 2:23:00,880 ppm,19.86 C,67.69 %
26/3/2021 2:24:00,880 ppm,19.87 C,67.70 %
26/3/2021 2:25:01,880 ppm,19.89 C,67.66 %
26/3/2021 2:25:59,880 ppm,19.90 C,67.67 %
26/3/2021 2:27:01,880 ppm,19.87 C,67.70 %
26/3/2021 2:28:01,880 ppm,19.91 C,67.69 %
26/3/2021 2:29:01,880 ppm,19.87 C,67.66 %
26/3/2021 2:30:01,890 ppm,19.89 C,67.67 %
26/3/2021 2:31:01,890 ppm,19.89 C,67.65 %
26/3/2021 2:32:01,890 ppm,19.89 C,67.58 %
26/3/2021 2:33:01,880 ppm,19.91 C,67.60 %
26/3/2021 2:34:01,890 ppm,19.90 C,67.62 %
26/3/2021 2:35:01,890 ppm,19.90 C,67.63 %
26/3/2021 2:36:01,890 ppm,19.93 C,67.63 %
26/3/2021 2:37:01,890 ppm,19.89 C,67.60 %
26/3/2021 2:38:01,900 ppm,19.89 C,67.63 %
26/3/2021 2:39:01,900 ppm,19.90 C,67.64 %
26/3/2021 2:40:01,900 ppm,19.90 C,67.63 %
26/3/2021 2:41:01,900 ppm,19.87 C,67.65 %
26/3/2021 2:42:01,900 ppm,19.91 C,67.66 %
26/3/2021 2:43:01,900 ppm,19.90 C,67.64 %
26/3/2021 2:43:59,900 ppm,19.91 C,67.62 %
26/3/2021 2:44:59,900 ppm,19.89 C,67.62 %
26/3/2021 2:45:59,900 ppm,19.91 C,67.67 %
26/3/2021 2:46:59,900 ppm,19.91 C,67.57 %
26/3/2021 2:47:59,900 ppm,19.90 C,67.60 %
26/3/2021 2:48:59,890 ppm,19.91 C,67.60 %
26/3/2021 2:49:59,890 ppm,19.89 C,67.58 %
26/3/2021 2:50:59,890 ppm,19.94 C,67.53 %
26/3/2021 2:51:59,890 ppm,19.89 C,67.52 %
26/3/2021 2:53:01,890 ppm,19.89 C,67.56 %
26/3/2021 2:54:01,890 ppm,19.91 C,67.54 %
26/3/2021 2:55:01,890 ppm,19.91 C,67.59 %
26/3/2021 2:56:01,890 ppm,19.89 C,67.52 %
26/3/2021 2:57:01,890 ppm,19.90 C,67.53 %
26/3/2021 2:58:01,890 ppm,19.90 C,67.48 %
26/3/2021 2:59:01,890 ppm,19.90 C,67.40 %
26/3/2021 2:59:59,880 ppm,19.89 C,67.38 %
26/3/2021 3:00:59,880 ppm,19.93 C,67.36 %
26/3/2021 3:01:59,880 ppm,19.91 C,67.28 %
26/3/2021 3:02:59,880 ppm,19.90 C,67.26 %
26/3/2021 3:03:59,880 ppm,19.91 C,67.22 %
26/3/2021 3:04:59,880 ppm,19.91 C,67.16 %
26/3/2021 3:05:59,880 ppm,19.90 C,67.17 %
26/3/2021 3:06:59,880 ppm,19.90 C,67.11 %
26/3/2021 3:07:59,880 ppm,19.89 C,67.10 %
26/3/2021 3:08:59,880 ppm,19.91 C,67.05 %
26/3/2021 3:09:59,880 ppm,19.90 C,66.99 %
26/3/2021 3:11:00,880 ppm,19.91 C,66.98 %
26/3/2021 3:12:00,870 ppm,19.87 C,66.94 %
26/3/2021 3:13:00,870 ppm,19.90 C,66.93 %
26/3/2021 3:14:00,870 ppm,19.91 C,66.78 %
26/3/2021 3:15:00,870 ppm,19.90 C,66.74 %
26/3/2021 3:16:00,860 ppm,19.90 C,66.73 %
26/3/2021 3:17:00,860 ppm,19.90 C,66.70 %
26/3/2021 3:18:00,860 ppm,19.86 C,66.64 %
26/3/2021 3:19:00,850 ppm,19.87 C,66.63 %
26/3/2021 3:20:00,860 ppm,19.87 C,66.56 %
26/3/2021 3:21:00,850 ppm,19.90 C,66.55 %
26/3/2021 3:22:00,850 ppm,19.90 C,66.58 %
26/3/2021 3:23:00,840 ppm,19.89 C,66.51 %
26/3/2021 3:24:00,840 ppm,19.87 C,66.42 %
26/3/2021 3:25:00,840 ppm,19.87 C,66.37 %
26/3/2021 3:26:00,840 ppm,19.90 C,66.35 %
26/3/2021 3:27:00,840 ppm,19.89 C,66.27 %
26/3/2021 3:28:00,840 ppm,19.90 C,66.26 %
26/3/2021 3:29:00,840 ppm,19.87 C,66.29 %
26/3/2021 3:30:00,840 ppm,19.86 C,66.27 %
26/3/2021 3:31:00,840 ppm,19.86 C,66.18 %
26/3/2021 3:32:00,840 ppm,19.86 C,66.14 %
26/3/2021 3:33:00,840 ppm,19.89 C,66.08 %
26/3/2021 3:34:00,840 ppm,19.87 C,66.05 %
26/3/2021 3:35:00,840 ppm,19.86 C,66.04 %
26/3/2021 3:36:00,840 ppm,19.87 C,65.98 %
26/3/2021 3:37:00,840 ppm,19.89 C,66.01 %
26/3/2021 3:38:00,830 ppm,19.90 C,65.91 %
26/3/2021 3:39:00,830 ppm,19.86 C,65.88 %
26/3/2021 3:40:00,830 ppm,19.86 C,65.95 %
26/3/2021 3:41:00,830 ppm,19.84 C,65.94 %
26/3/2021 3:42:00,820 ppm,19.83 C,65.98 %
26/3/2021 3:43:00,820 ppm,19.86 C,65.93 %
26/3/2021 3:44:00,820 ppm,19.83 C,65.87 %
26/3/2021 3:45:00,820 ppm,19.81 C,65.86 %
26/3/2021 3:46:00,810 ppm,19.81 C,65.74 %
26/3/2021 3:47:00,810 ppm,19.81 C,65.91 %
26/3/2021 3:48:00,810 ppm,19.81 C,65.83 %
26/3/2021 3:49:00,820 ppm,19.81 C,65.81 %
26/3/2021 3:50:00,810 ppm,19.83 C,65.76 %
26/3/2021 3:51:00,810 ppm,19.83 C,65.78 %
26/3/2021 3:52:00,820 ppm,19.83 C,65.74 %
26/3/2021 3:53:00,810 ppm,19.81 C,65.78 %
26/3/2021 3:54:00,820 ppm,19.81 C,65.74 %
26/3/2021 3:55:01,820 ppm,19.84 C,65.75 %
26/3/2021 3:56:01,820 ppm,19.80 C,65.71 %
26/3/2021 3:57:01,820 ppm,19.81 C,65.75 %
26/3/2021 3:58:01,810 ppm,19.81 C,65.68 %
26/3/2021 3:59:01,810 ppm,19.81 C,65.67 %
26/3/2021 4:00:01,810 ppm,19.81 C,65.66 %
26/3/2021 4:01:01,820 ppm,19.84 C,65.69 %
26/3/2021 4:02:01,820 ppm,19.83 C,65.66 %
26/3/2021 4:03:01,820 ppm,19.83 C,65.65 %
26/3/2021 4:04:01,820 ppm,19.83 C,65.59 %
26/3/2021 4:05:01,820 ppm,19.83 C,65.58 %
26/3/2021 4:06:01,820 ppm,19.84 C,65.62 %
26/3/2021 4:06:59,810 ppm,19.83 C,65.57 %
